product_id,product_name,category,subcategory,cost_price
P00420,Multi-Layered Eco-Centric Neural-Net,Home,Appliances,37970.56
P00421,Configurable Client-Driven System Engine,Home,Appliances,18876.11
P00422,Configurable Explicit Intranet,Home,Appliances,36930.32
P00423,Programmable Heuristic Emulation,Home,Appliances,15444.78
P00424,Reduced 6Thgeneration Local Area Network,Home,Appliances,10339.2
P00425,Profound Regional Graphical User Interface,Home,Appliances,49157.48
P00426,Optimized Local Local Area Network,Home,Appliances,21048.81
P00427,Optional Incremental Hub,Home,Appliances,48063.13
P00428,Proactive Foreground Flexibility,Home,Appliances,48630.71
P00429,Multi-Tiered 4Thgeneration Conglomeration,Home,Appliances,7204.44
P00430,Organic Discrete Firmware,Home,Appliances,14063.28
P00431,Stand-Alone Asynchronous Help-Desk,Home,Appliances,2290.62
P00432,Configurable Explicit Middleware,Home,Appliances,11650.48
P00433,Profound Needs-Based Project,Home,Appliances,42290.66
P00434,Configurable Zero Tolerance Focus Group,Home,Appliances,20711.53
P00435,Focused Bandwidth-Monitored Capability,Home,Appliances,44789.34
P00436,Compatible High-Level Alliance,Home,Appliances,22977.06
P00437,Quality-Focused Dedicated Groupware,Home,Appliances,37420.18
P00438,Exclusive Systematic Groupware,Home,Appliances,29080.45
P00439,Function-Based Exuding Synergy,Home,Appliances,25320.85
P00440,Visionary Systemic Focus Group,Home,Appliances,31897.06
P00441,Ergonomic Tertiary Portal,Home,Appliances,19778.13
P00442,Devolved Web-Enabled Structure,Home,Appliances,29635.6
P00443,User-Centric Needs-Based Firmware,Home,Appliances,3207.91
P00444,Advanced Zero Administration Framework,Home,Appliances,33155.95
P00445,Horizontal Grid-Enabled Toolset,Books,Technology,6622.34
P00446,Open-Architected Impactful Paradigm,Books,Technology,14654.63
P00447,Versatile Solution-Oriented Access,Books,Technology,42560.59
P00448,Phased Solution-Oriented Migration,Books,Technology,46309.49
P00449,Virtual Coherent Infrastructure,Books,Technology,19708.34
P00450,Focused Discrete Success,Books,Technology,41611.8
P00451,User-Friendly Demand-Driven Leverage,Books,Technology,16379.95
P00452,Focused Multi-State Parallelism,Books,Technology,22692.62
P00453,Reactive Web-Enabled Local Area Network,Books,Technology,11757.2
P00454,Up-Sized Maximized Graphical User Interface,Books,Technology,47183.38
P00455,Configurable Foreground Core,Books,Technology,6891.98
P00456,Optimized Zero Administration Standardization,Books,Technology,38530.32
P00457,Operative Demand-Driven Intranet,Books,Technology,5537.74
P00458,Organized Next Generation Algorithm,Books,Technology,5372.32
P00459,Multi-Layered Client-Driven Orchestration,Books,Technology,22533.38
P00460,De-Engineered Fault-Tolerant Support,Books,Technology,15770.26
P00461,Advanced Modular Workforce,Books,Technology,6124.76
P00462,Switchable Heuristic Graphical User Interface,Books,Technology,17978.54
P00463,Face-To-Face Intangible Interface,Books,Technology,38539.8
P00464,Synergized Web-Enabled Initiative,Books,Technology,22650.66
P00465,Virtual Zero-Defect Solution,Books,Technology,23221.0
P00466,Public-Key Exuding Graphic Interface,Books,Technology,42638.86
P00467,Reverse-Engineered 3Rdgeneration Open System,Books,Technology,4612.0
P00468,Automated Client-Driven Collaboration,Books,Technology,40399.09
P00469,Managed Non-Volatile Product,Books,Technology,15280.33
P00470,Robust Real-Time Orchestration,Books,Technology,35264.77
P00471,Object-Based Homogeneous Database,Books,Technology,30204.79
P00472,Object-Based Asymmetric Monitoring,Books,Technology,10829.54
P00473,Networked Content-Based Leverage,Books,Technology,42843.01
P00474,Customer-Focused Full-Range Open System,Books,Technology,7501.36
P00475,Organized Scalable Framework,Books,Technology,35586.75
P00476,Cross-Group Composite Benchmark,Books,Technology,48423.16
P00477,Synergistic Neutral Conglomeration,Books,Technology,19872.6
P00478,Automated System-Worthy Portal,Books,Technology,2542.64
P00479,Pre-Emptive 4Thgeneration Contingency,Books,Technology,15012.15
P00480,Exclusive Asymmetric Info-Mediaries,Books,Technology,41022.47
P00481,Horizontal Demand-Driven Emulation,Books,Technology,8776.0
P00482,Implemented Stable Moderator,Books,Fiction,47609.62
P00483,Cloned Logistical Approach,Books,Fiction,42744.61
P00484,Multi-Layered Multi-State Access,Books,Fiction,27842.09
P00485,Down-Sized Fresh-Thinking Installation,Books,Fiction,27551.03
P00486,Object-Based Cohesive Budgetary Management,Books,Fiction,4826.79
P00487,De-Engineered National Instruction Set,Books,Fiction,5185.18
P00488,Polarized Value-Added Architecture,Books,Fiction,39711.11
P00489,Networked Demand-Driven Capacity,Books,Fiction,6160.52
P00490,Expanded Fault-Tolerant Internet Solution,Books,Fiction,3177.29
P00491,Triple-Buffered Static Leverage,Books,Fiction,39069.9
P00492,Diverse Real-Time Orchestration,Books,Fiction,11192.18
P00493,Integrated Optimizing Customer Loyalty,Books,Fiction,9986.84
P00494,Profit-Focused Transitional Software,Books,Fiction,20089.03
P00495,Persevering Even-Keeled Customer Loyalty,Books,Fiction,34345.63
P00496,Adaptive Client-Server Knowledge User,Books,Fiction,46884.99
P00497,Cloned Impactful Portal,Books,Fiction,4293.57
P00498,Fully-Configurable Multi-Tasking Groupware,Books,Fiction,29347.33
P00499,Re-Contextualized Mobile Knowledgebase,Books,Fiction,45879.69
P00500,Persistent Object-Oriented Analyzer,Books,Fiction,3841.86
P00501,User-Centric Background Forecast,Books,Fiction,49858.36
P00502,Stand-Alone Logistical Hardware,Books,Fiction,9967.74
P00503,Total Transitional Utilization,Books,Fiction,32334.75
P00504,Innovative Hybrid Pricing Structure,Books,Fiction,40484.0
P00505,Enhanced Intangible Encryption,Books,Fiction,4689.73
P00506,Enhanced Regional Superstructure,Books,Fiction,42379.04
P00507,Optional Logistical Info-Mediaries,Books,Fiction,40463.47
P00508,Switchable Contextually-Based Standardization,Books,Fiction,6214.13
P00509,Re-Contextualized Bandwidth-Monitored Infrastructure,Books,Fiction,47119.8
P00510,Total 6Thgeneration Encoding,Books,Fiction,2626.82
P00511,Diverse Even-Keeled Product,Books,Fiction,46214.17
P00512,Public-Key Explicit Secured Line,Books,Fiction,21714.5
P00513,Cloned Tangible Success,Books,Fiction,36249.1
P00514,Up-Sized Didactic Methodology,Books,Fiction,24856.71
P00515,Open-Source Well-Modulated Neural-Net,Books,Fiction,19198.2
P00516,Decentralized Holistic Archive,Books,Fiction,21390.53
P00517,Versatile Bi-Directional Middleware,Books,Fiction,17761.77
P00518,Visionary Zero-Defect Graphic Interface,Books,Fiction,45424.38
P00519,Open-Source Local Concept,Books,Business,13821.59
P00520,Function-Based Demand-Driven Middleware,Books,Business,22355.97
P00521,Balanced Maximized Algorithm,Books,Business,7516.71
P00522,Compatible Scalable Solution,Books,Business,30743.92
P00523,Synergistic Value-Added Local Area Network,Books,Business,30887.16
P00524,Multi-Tiered Global Synergy,Books,Business,32399.19
P00525,Open-Architected Content-Based Infrastructure,Books,Business,24994.69
P00526,Automated 24/7 Extranet,Books,Business,44150.65
P00527,Customizable Tertiary Challenge,Books,Business,24003.64
P00528,Inverse Static Synergy,Books,Business,4477.31
P00529,Persistent Mobile Local Area Network,Books,Business,19212.46
P00530,Cloned Attitude-Oriented Neural-Net,Books,Business,21019.82
P00531,Switchable Dynamic Structure,Books,Business,32168.36
P00532,Organic Client-Driven Leverage,Books,Business,39880.18
P00533,Grass-Roots Cohesive Concept,Books,Business,12532.47
P00534,Ameliorated Real-Time Attitude,Books,Business,49704.96
P00535,Enhanced Explicit Capability,Books,Business,27228.47
P00536,Public-Key User-Facing Infrastructure,Books,Business,1074.55
P00537,Down-Sized Asynchronous Secured Line,Books,Business,19186.65
P00538,Virtual 24/7 Service-Desk,Books,Business,35697.2
P00539,Future-Proofed Coherent Intranet,Books,Business,24036.25
P00540,Multi-Channeled Context-Sensitive Data-Warehouse,Books,Business,39093.61
P00541,Universal 5Thgeneration Service-Desk,Books,Business,17267.3
P00542,Public-Key Didactic Intranet,Books,Business,28325.99
P00543,Total Actuating Productivity,Books,Business,16148.06
P00544,Programmable Secondary Protocol,Books,Business,13594.74
P00545,Universal Stable Benchmark,Books,Business,1400.54
P00546,Networked System-Worthy Function,Books,Business,29896.11
P00547,Organic Actuating Policy,Books,Business,1562.24
P00548,Adaptive Actuating Throughput,Books,Business,40553.4
P00549,Multi-Tiered Zero Administration Customer Loyalty,Books,Business,14118.54
P00550,Fully-Configurable Holistic Encoding,Books,Business,40451.83
P00551,Exclusive Background Adapter,Books,Business,23637.05
P00552,Operative 4Thgeneration Access,Books,Business,17935.9
P00553,Mandatory Content-Based Software,Books,Business,29241.05
P00554,Synchronized Asymmetric Definition,Books,Business,11714.83
P00555,Cross-Platform Static Concept,Books,Business,8065.28
P00556,Up-Sized Composite Analyzer,Books,Education,12468.07
P00557,Operative Multimedia Benchmark,Books,Education,12133.52
P00558,Inverse Fresh-Thinking Open Architecture,Books,Education,26731.11
P00559,Self-Enabling Content-Based Process Improvement,Books,Education,39582.74
P00560,Expanded Needs-Based Infrastructure,Books,Education,36879.3
P00561,Optimized Bottom-Line Emulation,Books,Education,38226.08
P00562,Extended Bi-Directional Help-Desk,Books,Education,47395.34
P00563,Inverse Context-Sensitive Access,Books,Education,28827.04
P00564,Open-Architected Solution-Oriented Functionalities,Books,Education,49134.97
P00565,Advanced Human-Resource Data-Warehouse,Books,Education,19482.28
P00566,Persevering Directional Architecture,Books,Education,46766.78
P00567,Switchable Even-Keeled Projection,Books,Education,49577.94
P00568,Secured Holistic Analyzer,Books,Education,8768.23
P00569,Cloned Didactic Installation,Books,Education,11903.9
P00570,Innovative Zero Administration Policy,Books,Education,15968.42
P00571,Proactive Bi-Directional Structure,Books,Education,36931.44
P00572,Public-Key Non-Volatile Concept,Books,Education,18003.28
P00573,Function-Based Bandwidth-Monitored Policy,Books,Education,29618.97
P00574,Inverse Responsive Standardization,Books,Education,35202.3
P00575,Networked Systematic Throughput,Books,Education,17648.94
P00576,Team-Oriented Client-Driven Groupware,Books,Education,28425.8
P00577,Enhanced Scalable Task-Force,Books,Education,7190.9
P00578,Team-Oriented Foreground Secured Line,Books,Education,47423.59
P00579,Polarized Asymmetric Groupware,Books,Education,41851.17
P00580,Ameliorated Real-Time Paradigm,Books,Education,40539.02
P00581,Organized Homogeneous Migration,Books,Education,48522.35
P00582,Sharable User-Facing Emulation,Books,Education,27152.02
P00583,Profit-Focused Optimizing Strategy,Books,Education,8860.28
P00584,Advanced Discrete Adapter,Books,Education,1994.39
P00585,Seamless Well-Modulated Capability,Books,Education,2902.78
P00586,Integrated Disintermediate Support,Books,Education,30122.97
P00587,Optimized Web-Enabled Encryption,Books,Education,1094.41
P00588,Secured Attitude-Oriented Approach,Books,Education,23951.65
P00589,Devolved Holistic Methodology,Books,Education,16653.53
P00590,Implemented Dedicated Collaboration,Books,Education,30745.32
P00591,Multi-Tiered Demand-Driven Project,Books,Education,40341.63
P00592,Automated Disintermediate Success,Books,Education,17103.88
P00593,Right-Sized Leadingedge Support,Clothing,Kids,3071.84
P00594,Managed Client-Driven Focus Group,Clothing,Women,38740.89
P00595,Intuitive Secondary Toolset,Home,Kitchen,18742.18
P00596,Virtual 6Thgeneration Model,Books,Technology,16894.4
P00597,Operative Secondary Forecast,Home,Furniture,48795.45
P00598,Versatile 4Thgeneration Emulation,Books,Education,32494.1
P00599,Upgradable Full-Range Graphical User Interface,Clothing,Kids,11239.54
P00600,Fully-Configurable Demand-Driven Moratorium,Clothing,Footwear,15410.48
