product_id,product_name,category,subcategory,cost_price
P00452,Focused multi-state parallelism,Books,Technology,22692.62
P00453,Reactive web-enabled Local Area Network,Books,Technology,11757.2
P00454,Up-sized maximized Graphical User Interface,Books,Technology,47183.38
P00455,Configurable foreground core,Books,Technology,6891.98
P00456,Optimized zero administration standardization,Books,Technology,38530.32
P00457,Operative demand-driven intranet,Books,Technology,5537.74
P00458,  ORGANIZED NEXT GENERATION ALGORITHM  ,Books,Technology,5372.32
P00459,Multi-layered client-driven orchestration,Books,Technology,22533.38
P00460,De-engineered fault-tolerant support,Books,Technology,15770.26
P00461,Advanced modular workforce,Books,Technology,6124.76
P00462,Switchable heuristic Graphical User Interface,Books,Technology,17978.54
P00463,  Face-to-face intangible interface,Books,Technology,38539.8
P00464,Synergized web-enabled initiative,Books,Technology,22650.66
P00465,Virtual zero-defect solution,Books,Technology,23221.0
P00466,Public-key exuding Graphic Interface,Books,Technology,42638.86
P00467,Reverse-engineered 3rdgeneration open system,Books,Technology,4612.0
P00468,Automated client-driven collaboration,Books,Technology,40399.09
P00469,Managed non-volatile product,Books,Technology,15280.33
P00470,Robust real-time orchestration,Books,Technology,35264.77
P00471,Object-based homogeneous database,Books,Technology,30204.79
P00472,Object-based asymmetric monitoring,Books,Technology,10829.54
P00473,Networked content-based leverage,Books,Technology,42843.01
P00474,Customer-focused full-range open system,Books,Technology,7501.36
P00475,Organized scalable framework,Books,Technology,35586.75
P00476,Cross-group composite benchmark,Books,Technology,48423.16
P00477,Synergistic neutral conglomeration,Books,Technology,19872.6
P00478,Automated system-worthy portal,Books,Technology,2542.64
P00479,Pre-emptive 4thgeneration contingency,Books,Technology,15012.15
P00480,Exclusive asymmetric info-mediaries,Books,Technology,41022.47
P00481,Horizontal demand-driven emulation,Books,Technology,8776.0
P00482,Implemented stable moderator,Books,Fiction,47609.62
P00483,Cloned logistical approach,Books,Fiction,42744.61
P00484,Multi-layered multi-state access,Books,Fiction,27842.09
P00485,Down-sized fresh-thinking installation,Books,Fiction,27551.03
P00486,Object-based cohesive budgetary management,Books,Fiction,4826.79
P00487,De-engineered national instruction set,Books,Fiction,5185.18
P00488,Polarized value-added architecture,Books,Fiction,39711.11
P00489,Networked demand-driven capacity,Books,Fiction,6160.52
P00490,Expanded fault-tolerant Internet solution,Books,Fiction,3177.29
P00491,  TRIPLE-BUFFERED STATIC LEVERAGE  ,Books,Fiction,39069.9
P00492,Diverse real-time orchestration,Books,Fiction,11192.18
P00493,Integrated optimizing customer loyalty,Books,Fiction,9986.84
P00494,Profit-focused transitional software,Books,Fiction,20089.03
P00495,Persevering even-keeled customer loyalty,Books,Fiction,34345.63
P00496,Adaptive client-server knowledge user,Books,Fiction,46884.99
P00497,Cloned impactful portal,Books,Fiction,4293.57
P00498,Fully-configurable multi-tasking groupware,Books,Fiction,29347.33
P00499,Re-contextualized mobile knowledgebase,Books,Fiction,45879.69
P00500,Persistent object-oriented analyzer,Books,Fiction,3841.86
P00501,User-centric background forecast,Books,Fiction,49858.36
P00502,Stand-alone logistical hardware,Books,Fiction,9967.74
P00503,Total transitional utilization,Books,Fiction,32334.75
P00504,Innovative hybrid pricing structure,Books,Fiction,40484.0
P00505,  Enhanced intangible encryption,Books,Fiction,4689.73
P00506,Enhanced regional superstructure,Books,Fiction,42379.04
P00507,Optional logistical info-mediaries,Books,Fiction,40463.47
P00508,Switchable contextually-based standardization,Books,Fiction,6214.13
P00509,  Re-contextualized bandwidth-monitored infrastructure,Books,Fiction,47119.8
P00510,Total 6thgeneration encoding,Books,Fiction,2626.82
P00511,Diverse even-keeled product,Books,Fiction,46214.17
P00512,Public-key explicit secured line,Books,Fiction,21714.5
P00513,Cloned tangible success,Books,Fiction,36249.1
P00514,Up-sized didactic methodology,Books,Fiction,24856.71
P00515,Open-source well-modulated neural-net,Books,Fiction,19198.2
P00516,Decentralized holistic archive,Books,Fiction,21390.53
P00517,Versatile bi-directional middleware,Books,Fiction,17761.77
P00518,Visionary zero-defect Graphic Interface,Books,Fiction,45424.38
P00519,Open-source local concept,Books,Business,13821.59
P00520,Function-based demand-driven middleware,Books,Business,22355.97
P00521,Balanced maximized algorithm,Books,Business,7516.71
P00522,Compatible scalable solution,Books,Business,30743.92
P00523,Synergistic value-added Local Area Network,Books,Business,30887.16
P00524,Multi-tiered global synergy,Books,Business,32399.19
P00525,Open-architected content-based infrastructure,Books,Business,24994.69
P00526,Automated 24/7 extranet,Books,Business,44150.65
P00527,Customizable tertiary challenge,Books,Business,24003.64
P00528,Inverse static synergy,Books,Business,4477.31
P00529,Persistent mobile Local Area Network,Books,Business,19212.46
P00530,Cloned attitude-oriented neural-net,Books,Business,21019.82
P00531,Switchable dynamic structure,Books,Business,32168.36
P00532,Organic client-driven leverage,Books,Business,39880.18
P00533,Grass-roots cohesive concept,Books,Business,12532.47
P00534,Ameliorated real-time attitude,Books,Business,49704.96
P00535,Enhanced explicit capability,Books,Business,27228.47
P00536,Public-key user-facing infrastructure,Books,Business,1074.55
P00537,Down-sized asynchronous secured line,Books,Business,19186.65
P00538,Virtual 24/7 service-desk,Books,Business,35697.2
P00539,Future-proofed coherent intranet,Books,Business,24036.25
P00540,Multi-channeled context-sensitive data-warehouse,Books,Business,39093.61
P00541,Universal 5thgeneration service-desk,Books,Business,17267.3
P00542,Public-key didactic intranet,Books,Business,28325.99
P00543,Total actuating productivity,Books,Business,16148.06
P00544,Programmable secondary protocol,Books,Business,13594.74
P00545,Universal stable benchmark,Books,Business,1400.54
P00546,Networked system-worthy function,Books,Business,29896.11
P00547,Organic actuating policy,Books,Business,1562.24
P00548,Adaptive actuating throughput,Books,Business,40553.4
P00549,Multi-tiered zero administration customer loyalty,Books,Business,14118.54
P00550,Fully-configurable holistic encoding,Books,Business,40451.83
P00551,Exclusive background adapter,Books,Business,23637.05
P00552,Operative 4thgeneration access,Books,Business,17935.9
P00553,Mandatory content-based software,Books,Business,29241.05
P00554,Synchronized asymmetric definition,Books,Business,11714.83
P00555,Cross-platform static concept,Books,Business,8065.28
P00556,Up-sized composite analyzer,Books,Education,12468.07
P00557,Operative multimedia benchmark,Books,Education,12133.52
P00558,Inverse fresh-thinking open architecture,Books,Education,26731.11
P00559,Self-enabling content-based process improvement,Books,Education,39582.74
P00560,EXPANDED NEEDS-BASED INFRASTRUCTURE,Books,Education,36879.3
P00561,optimized bottom-line emulation,Books,Education,38226.08
P00562,Extended bi-directional help-desk,Books,Education,47395.34
P00563,Inverse context-sensitive access,Books,Education,28827.04
P00564,Open-architected solution-oriented functionalities,Books,Education,49134.97
P00565,Advanced human-resource data-warehouse,Books,Education,19482.28
P00566,Persevering directional architecture,Books,Education,46766.78
P00567,Switchable even-keeled projection,Books,Education,49577.94
P00568,Secured holistic analyzer,Books,Education,8768.23
P00569,Cloned didactic installation,Books,Education,11903.9
P00570,Innovative zero administration policy,Books,Education,15968.42
P00571,Proactive bi-directional structure,Books,Education,36931.44
P00572,Public-key non-volatile concept,Books,Education,18003.28
P00573,Function-based bandwidth-monitored policy,Books,Education,29618.97
P00574,Inverse responsive standardization,Books,Education,35202.3
P00575,Networked systematic throughput,Books,Education,17648.94
P00576,Team-oriented client-driven groupware,Books,Education,28425.8
P00577,Enhanced scalable task-force,Books,Education,7190.9
P00578,Team-oriented foreground secured line,Books,Education,47423.59
P00579,Polarized asymmetric groupware,Books,Education,41851.17
P00580,ameliorated real-time paradigm,Books,Education,40539.02
P00581,Organized homogeneous migration,Books,Education,48522.35
P00582,  Sharable user-facing emulation,Books,Education,27152.02
P00583,Profit-focused optimizing strategy,Books,Education,8860.28
P00584,Advanced discrete adapter,Books,Education,1994.39
P00585,Seamless well-modulated capability,Books,Education,2902.78
P00586,Integrated disintermediate support,Books,Education,30122.97
P00587,optimized web-enabled encryption,Books,Education,1094.41
P00588,Secured attitude-oriented approach,Books,Education,23951.65
P00589,Devolved holistic methodology,Books,Education,16653.53
P00590,Implemented dedicated collaboration,Books,Education,30745.32
P00591,Multi-tiered demand-driven project,Books,Education,40341.63
P00592,automated disintermediate success,Books,Education,17103.88
P00593,Right-sized leadingedge support,Clothing,Kids,3071.84
P00594,Managed client-driven focus group,Clothing,Women,38740.89
P00595,Intuitive secondary toolset,Home,Kitchen,18742.18
P00596,Virtual 6thgeneration model,Books,Technology,16894.4
P00597,Operative secondary forecast,Home,Furniture,48795.45
P00598,Versatile 4thgeneration emulation,Books,Education,32494.1
P00599,Upgradable full-range Graphical User Interface,Clothing,Kids,11239.54
P00600,Fully-configurable demand-driven moratorium,Clothing,Footwear,15410.48
